artist.name,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,loudness,mode,song.hotttnesss,start_of_fade_out,tatums_start,tempo,terms,time_signature,title,year
BT,0.89966,0.46147,44.35546,0,0.786427083,1,0,-18.147,0,0.304169503,44.355,0.46147,136.164,electronica,4,Robbers Kill Cop,0
2-4 Grooves feat. Reki D.,1.15739,0.69791,203.83302,2.067,0.622829997,4,0.648,-7.661,0,,195.117,0.69791,126.941,vocal house,4,Relax,2009
The Jordanaires,0.95034,0.55728,176.50893,0.497,0.382308283,5,0.526,-17.308,1,,165.535,0.55728,159.582,country gospel,3,Sweet By And By,0
Descendents,0.82038,0.04246,140.66893,0.078,0.727230316,6,0.006,-28.347,0,0.519448582,135.285,0.04246,89.495,hardcore punk,4,Orgofart,1986
L.A. Guns,0.36695,0.36695,201.09016,0,0.665728336,5,0.608,-2.869,0,,201.09,0.05221,102.259,heavy metal,3,Bitch Is Back,1988
Bare Jr.,0.7081,0.09479,254.79791,0,0.53938059,10,0.647,-7.309,1,0,236.141,0.09479,107.529,post-grunge,3,Naked Albino,1998
Shelley Fabares,1.79615,0.56961,143.0722,0.32,0.075124762,0,0.675,-15.351,1,0,133.724,0.26777,99.408,brill building pop,4,Johnny Loves Me (LP Version),0
Norrie Paramor,0.93377,0.20126,163.49995,2.171,0.312415123,9,0.753,-25.694,1,0,156.212,0.20126,79.731,easy listening,4,Dearly Beloved,0
Gary Hobbs,0.27257,0.27257,289.64526,0,0.524700041,0,0.403,-9.435,1,0,286.18,0.27257,188.502,tejano,1,The Look Of Love,0
Diesel Boy,0.30566,0.30566,124.15955,0.38,0.567814264,11,0.724,-4.793,1,0.405652196,122.015,0.10118,133.729,pop rock,1,Cooler Than You,1998
Angelo Badalamenti,0.64009,0.19422,167.3922,0.131,0.698770478,4,0.694,-17.623,0,0.445454526,163.149,0.19422,139.136,chill-out,4,Taryns Deepest Fear,0
Cradle Of Filth,0.93541,0.32747,321.35791,0,0.784820389,2,0.341,-6.2,0,,312.761,0.17724,193.693,sympho black metal,4,Summer Dying Fast,1994
Jim Chappell,0.67486,0.67486,263.94077,0.429,0.520204911,0,0.693,-19.821,1,,248.123,0.2855,76.693,chamber jazz,4,Still,0
Ladybug,0.84998,0.37847,341.36771,0,0.479695608,10,0.432,-9.632,1,,324.679,0.1433,126.95,dancehall,4,Snapshot,0
Bandido,0.12319,0.12319,333.13914,0,0.463087254,6,0.598,-5.671,1,,317.719,0.12319,144.812,hard house,1,End Of The Road (Head Hornys Remix),0
Brixx,0.74492,0.30222,349.12608,0,0.515611096,11,0.7,-11.708,0,,338.506,0.08142,138.003,rap,4,7 Miles,0
Nine Inch Nails,0.70514,0.11379,168.56771,0,0.905776889,7,0.576,-16.968,0,,159.637,0.11379,130.284,industrial metal,4,The Frail,1999
Susana Seivane,0.57605,0.15761,350.71955,0.519,0.352212817,10,0.881,-13.038,1,0,334.17,0.15761,152.013,gaita,4,Para Milladoiro,2010
Leland Martin,0.44875,0.07709,175.62077,0.148,0.385143351,4,0.852,-10.647,1,,167.358,0.07709,159.968,honky tonk,4,Stone Cold Fingers (Bonus Track),0
Test Icicles,1.65865,0.20148,190.24934,0,0.682045692,4,0.441,-4.172,0,0.543052864,185.289,0.20148,75.031,grime,4,Snowball,2005
Heaven 17,0.87245,0.19248,255.16363,2.67,0.630928608,7,0.473,-10.756,1,,248.337,0.19248,150.837,new romantic,4,(We Dont Need This) Fascist Groove Thang,1981
React,0.37179,0.37179,120.2673,0.502,0.485107918,10,0.634,-3.422,0,,116.013,0.17,143.231,happy hardcore,1,Drunk Alone,0
Sven Tasnadi,0.95309,0.46982,557.26975,0,0.480047819,11,0.259,-12.26,1,,508.54,0.23362,123.993,tech house,4,Charisma,0
Mance Lipscomb,0.80806,0.80806,187.53261,0,0.450852685,11,0.681,-23.527,1,0.350979506,180.355,0.40014,97.981,texas blues,1,Going Down Slow,2000
Scott Wesley Brown,0.40638,0.40638,295.60118,2.125,0.497307512,2,0.783,-9.435,1,,290.65,0.40638,137.288,modern rock,4,All Rise,0
FlA!vio JosA(c),0.1805,0.1805,252.02893,0.149,0.424278927,3,0.372,-8.639,1,0,252.029,0.1805,168.323,brazil,4,Jogo Limpo,0
Moss,1.64757,0.3732,329.35138,0,0.602555589,2,0.144,-7.672,1,0.570850642,316.883,0.05381,111.079,future jazz,4,Silent Hill,2009
Pery Ribeiro,0.89743,0.4445,180.00934,0.258,0.385417447,0,0.097,-13.668,1,0,171.648,0.21804,133.009,bossa nova,4,Our Love Is Here To Stay,0
Soular,4.45323,2.817,244.45342,0,0.539181188,6,0.516,-6.885,1,0.235846203,227.794,2.67534,146.577,breakbeat,5,Everything Changes,0
Dimmu Borgir,1.34587,0.47161,282.53995,0.351,0.826075467,6,0.34,-4.2,0,,275.522,0.25359,140.458,black metal,3,Master Of Disharmony,1996
Public Image Ltd,1.43656,0.98655,388.28363,2.49,0.684994897,0,0.551,-16.433,1,0.26396982,383.994,0.75243,132.506,dance rock,4,(This Is Not A) Love Song (Live),1983
Gary Moore,1.09248,0.70219,345.93914,0.416,0.761362238,2,0.04,-6.951,1,0.447135796,339.754,0.50562,153.862,blues-rock,4,What Are We Here For,1997
Pascal Sangla,0.57581,0.57581,243.1473,0.525,0.464481282,9,0.847,-14.737,1,0,235.886,0.57581,93.238,french pop,4,Une petite pause,2010
The B-52s,0.45372,0.45372,261.74649,3.489,0.681598553,0,0.427,-9.628,1,0.714046553,250.921,0.20062,124.086,dance rock,4,Wig,1986
Dakis,0.18093,0.18093,172.25098,0.449,0.336970428,2,0.558,-8.46,0,,165.727,0.18093,66.765,greek,1,Perasmena Mesanihta,0
Sex Pistols,0.65479,0.24895,216.60689,0.177,0.73118423,9,0.558,-3.736,1,0.413739836,214.192,0.0445,145.518,punk,4,God Save the Queen (Live),1988
Chris Brown,0.11182,0.11182,363.59791,0.09,0.892688611,1,0.638,-4.376,1,,353.913,0.11182,139.998,r&b,4,Forever,0
Deekline & Wizard,1.69231,0.3668,271.77751,0,0.332330882,0,0.674,-6.947,1,0.319565987,267.761,0.14552,90.648,breakbeat,3,Sun Is Shining,2004
Daniela DessA!,0.5637,0.13425,330.65751,0.229,0.349012002,2,0.706,-12.279,0,,324.261,0.13425,140.334,opera,4,New Age,0
Hem,0.34565,0.34565,133.27628,0,0.632242851,5,0.783,-15.736,1,0.360370583,117.661,0.34565,89.86,folk-pop,1,Have Yourself A Merry Little Christmas,2005
Lily Allen,0.43373,0.05059,264.69832,0,0.916058239,9,0.594,-5.871,1,0.566988444,251.141,0.05059,156.097,ska,4,U Killed It,2006
Pentangle,0.3145,0.3145,228.51873,0.229,0.547078569,5,0.579,-12.053,1,,223.37,0.14212,179.501,british invasion,1,Rain And Snow,0
DJ Dips,0.16804,0.16804,240.3522,0.132,0.392570166,1,0.611,-6.248,1,,233.465,0.16804,86.689,turnablism,3,Gerra De De,0
Ana Bekuta,1.02179,0.6454,145.57995,0,0.326699728,0,0.757,-13.703,1,,140.527,0.45764,160.261,pop folk,5,Kako mi je pitas sad,0
Jason Miles,1.97986,0.13473,235.80689,0.131,0.458055179,10,0.391,-9.716,0,0.253834736,235.807,0.13473,101.03,jazz fusion,4,Voices On The Corner,0
Busdriver,0.68185,0.2964,192.1824,0.27,0.618002715,6,0.211,-6.258,1,0.519403046,192.182,0.10319,155.038,alternative hip hop,4,(Bloody Paw On The) Kill Floor,2007
Byther Smith,1.58983,0.39362,418.87302,0.264,0.465194733,1,0.826,-11.702,1,0.437351761,411.481,0.09325,117.168,chicago blues,3,I Wish My Mother Was Here,1989
Bebo & Cigala,0.17434,0.17434,198.26893,0,0.483703807,2,0.414,-14.509,0,0.676548906,193.782,0.17434,132.967,latin jazz,1,Inolvidable,2003
Bizarre Inc,1.72068,1.29819,420.10077,7.367,0.633817882,11,1,-9.062,1,,412.473,1.07786,139.91,breakbeat,4,Miracle,1996
Bongzilla,1.86974,0.57631,397.26975,0.392,0.574400789,9,0.535,-6.788,1,0.460541281,397.27,0.25336,95.882,stoner metal,4,Witch Weed (Live),1999
The Gone Jackals,0.68126,0.23462,229.79873,0.205,0.44104996,4,0.685,-12.772,1,0.495293621,226.441,0.08525,135.175,blues-rock,3,Not Buried Deep Enough,1995
The Willis Brothers,1.26047,0.2832,150.64771,0,0.334628878,7,0.804,-9.258,1,,144.62,0.03978,121.983,western swing,3,Give Me 40 Acres (To Turn This Rig Around),0
Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,1.04714,0.68669,286.14485,0.485,0.560411686,9,0.206,-24.597,0,,271.946,0.50692,169.775,latin jazz,3,Ernesto Nazareth,0
S.U.P,0.74275,0.30755,384.70485,0.254,0.406166635,11,0.582,-8.161,0,,351.01,0.30755,137.862,doom metal,4,The Cube (Live),2001
Boogie Pimps,0.47165,0.47165,415.03302,0,0.62799739,1,0.46,-6.751,1,0,372.663,0.23761,83.326,hard house,3,Get Back Down,0
Brian Keane,0.62429,0.62429,133.53751,2.235,0.453171007,4,0,-29.295,1,,133.538,0.62429,117.667,world beat,3,Battle Of The Rosebud / Cries,0
Aberdeen,0.6871,0.6871,266.70975,0,0.583773265,9,0.731,-12.658,1,,257.225,0.24622,90.908,twee pop,3,Beyond the Light,0
The Killers,1.03982,0.25338,284.3424,0.206,0.918451789,4,0.49,-6.546,1,,267.685,0.05455,151.953,rock,4,Spaceman,2008
Gloriana,0.88942,0.88942,179.06893,0.844,0.73699197,0,0.437,-17.522,0,0,175.92,0.88942,161.054,teen pop,4,Pulecenella e mA2,0
Butterfly Temple,0.76458,0.38884,100.5971,1.268,0.511000944,8,0.246,-10.777,1,,100.597,0.20097,159.895,doom metal,5,Iskorosten (instr.),0
Grant Geissman,1.11054,0.1732,320.60036,0,0.422971308,9,0.802,-9.993,1,0,303.044,0.1732,128.219,smooth jazz,4,Big Stax/High Volts (Album Version),0
20/20,3.12601,2.53688,302.36689,14.588,0.50039601,6,1,-12.99,1,0,284.595,2.23347,101.229,power pop,4,It Goes On,0
JosA(c) Augusto,0.52245,0.52245,284.70812,0,0.429544942,0,0.106,-8.339,1,,274.448,0.19975,98.859,latin pop,4,Pecado De Amor,0
Orbital,0.89509,0.4155,327.8624,0.38,0.693009204,0,0.509,-6.531,1,0.688521844,316.447,0.17571,125.975,techno,4,Illuminate,2001
Bone Thugs-N-Harmony / Akon,0.44481,0.05666,286.30159,0.177,0.81592342,1,0.529,-6.933,1,0.557880389,273.601,0.05666,154.09,gangster rap,4,Never Forget Me,2007
Moonsorrow,0.93982,0.46604,356.49261,0.276,0.646618529,9,0.764,-4.178,1,,356.493,0.14177,124.237,viking metal,4,Ukkosenjumalan poika,2001
N.W.A.,0.95072,0.33341,168.75057,0.281,0.747708669,9,0.445,-8.91,1,0,165.86,0.33341,97.099,gangster rap,4,A B***** Is A B***** (Edited),1989
Rage Against The Machine,0.46699,0.46699,201.56036,0,0.783458021,9,0.539,-2.069,1,,201.56,0.25665,140.63,rap metal,1,Kick Out The Jams,2000
Jazz Gillum,0.58716,0.58716,185.67791,0.234,0.362800142,0,0.04,-16.844,0,,178.765,0.30595,101.41,chicago blues,1,Me And My Buddy,0
Rise Against,0.54425,0.25604,218.8273,0.194,0.847081688,4,0.355,-3.803,1,0.696469437,218.827,0.113,186.254,hardcore punk,4,Amber Changing,2003
Ultraviolence,0.5551,0.26867,303.04608,0.102,0.499939221,1,0.745,-10.57,1,0.215080319,292.664,0.12794,210.47,gabba,4,Murder Academy,1995
Korn,0.74834,0.11878,224.522,0,0.829135422,7,0.435,-6.694,1,,214.941,0.11878,94.057,rap metal,4,Hey Daddy,1999
Sir Neville Marriner,0.12893,0.12893,315.27138,0,0.430024987,4,0.517,-16.753,1,,303.45,0.12893,100.349,requiem,1,4 Sea Interludes Op. 33a: Storm,0
Agnes,0.84966,0.37107,275.06893,0,0.737540403,7,0.727,-4.376,1,,271.296,0.37107,124.009,europop,4,I Need You Now,0
James Horner,2.91664,2.91664,191.81669,3.146,0.679519208,9,0.137,-38.525,1,0.545230294,179.868,2.91664,90.084,rock,1,Atmosphere Station,1986
Tantric,0.14825,0.14825,177.24036,0.107,0.720808698,2,0.796,-1.843,1,0.447135796,171.404,0.14825,106.698,post-grunge,1,Walk Away,2009
Mastodon,2.49921,0.20127,233.58649,0.229,0.780461749,2,0.604,-3.937,1,0.784194616,233.586,0.20127,89.78,alternative metal,4,Shadows That Move,2001
Xcultures,1.21134,0.62753,38.3473,0,0.400433514,9,0.054,-16.006,0,0.214253449,38.347,0.33773,107.177,gabba,7,Smile,2000
The Irish Tenors,1.09675,0.65712,100.85832,0,0.599019959,10,0.045,-19.794,1,0,100.858,0.65712,152.258,irish folk,4,Mountains Of Mourne,0
U2,1.4142,0.52971,485.19791,4.923,0.843526543,3,0.878,-7.614,1,,474.517,0.52971,134.083,dance rock,4,Kite Live from Sydney,2007
Little Joe,0.2401,0.2401,239.01995,0.187,0.454709911,5,0.606,-10.274,1,,230.545,0.2401,106.398,soul jazz,3,Loco (Crazy),0
Korn,0.34848,0.34848,288.49587,0.107,0.829135422,10,0.439,-5.912,1,,276.95,0.15981,160.022,rap metal,3,Ever Be,2007
Blind Blake & The Royal Victoria Hotel Calypsos,0.80322,0.21688,151.53587,0,0.521712214,7,0.497,-7.108,1,0,145.734,0.21688,101.492,country blues,4,Oh Look Misery,0
Percy Faith,0.88661,0.18997,160.28689,0.061,0.566796475,0,0.837,-15.578,0,,156.386,0.18997,86.141,instrumental pop,4,Yesterdays,0
Extreme,0.94816,0.42407,181.55057,0.133,0.717991696,1,0.306,-9.334,1,0.621765583,173.761,0.16397,120.097,funk metal,4,Teachers Pet,0
Alexandre Desplat,0.56464,0.10177,70.26893,0,0.609816403,7,0.417,-16.942,0,,64.505,0.10177,128.173,soundtrack,4,Palmer enquAate,2004
Prozak,0.59386,0.59386,173.24363,0.09,0.621213511,8,0.364,-6.021,1,0.606816327,161.414,0.16834,88.835,rap,4,Go To Hell,0
Jerry Butler,0.07702,0.07702,155.74159,0.177,0.589259678,2,0.426,-13.135,1,0,144.689,0.07702,105.24,chicago soul,4,Moon River - Original,0
Yvette Horner,0.1822,0.1822,148.03546,0.404,0.411875463,7,0.881,-6.893,1,,141.427,0.1822,162.385,chanson,1,La Plus Bath Des Javas,0
Delta 9,1.56449,0.48327,94.06649,0,0.586000058,2,0.171,-9.506,1,,94.066,0.21636,109.636,gabba,5,Infidel,0
Placebo,1.03723,0.48534,241.52771,0,0.804523521,10,0.532,-7.255,0,0.873702495,229.837,0.07522,108.264,british pop,4,English Summer Rain,2003
Tam Tam Go!,0.86869,0.38598,226.82077,0.322,0.515044056,9,0.51,-7.684,1,,220.235,0.14402,119.524,pop rock,4,Spanish Shuffle (Album Version),0
Gertrudis,1.24011,0.63239,106.52689,4.104,0.444926413,9,0,-12.385,0,0.323112121,106.527,0.34167,97.76,big beat,4,Intro,2009
Warrior King,0.2753,0.2753,224.28689,2.409,0.588370653,10,0.693,-4.779,1,0.537503904,217.623,0.2753,241.877,roots reggae,4,Empress So Divine,2002
Soda Stereo,1.9407,0.63157,340.29669,0.374,0.711165787,7,0.403,-11.356,1,0.547324832,327.396,0.46721,91.328,rock,4,Terapia De Amor Intensiva,1988
LORE,0.25594,0.25594,216.55465,3.17,0.510794577,8,0.9,-8.147,1,0.494357324,209.537,0.25594,130.062,trip hop,4,Haunting,0
Soul Asylum,1.9281,1.05993,279.2224,2.009,0.690080124,11,0.905,-6.582,0,0.360370583,265.834,0.47298,68.734,hard rock,4,Lies Of Hate,1998
Carl Doy with NZSO,1.53215,0.28794,158.56281,0.223,0.342558954,2,0.954,-16.527,1,0,153.211,0.28794,94.658,progressive house,3,The First Noel,0
Horace Andy,0.55116,0.55116,234.44853,0.374,0.626436382,10,0.166,-10.173,0,0.345802234,222.546,0.55116,102.055,roots reggae,1,Musical Episode,2005
Jimmy Wakely,0.24263,0.24263,155.95057,0.299,0.39413854,2,0.745,-14.123,1,0.462643183,144.283,0.24263,109.065,classic country,1,Beautiful Brown eyes,2001
The Nightraver & The Magican,0.94024,0.28878,233.53424,0,0.341937434,6,0.741,-5.483,1,0,226.04,0.28878,184.981,gabba,4,Drop the Bass,0
Rah Digga (Featuring Outsidaz),0.03033,0.03033,256.80934,0,0.583231605,7,0.638,-7.307,1,0.405115722,242.95,0.03033,201.802,hip hop,3,The Last Word (Amended Version),2000
RUN-DMC,1.46506,0.9623,234.65751,0.638,0.686988955,1,0.572,-12.75,1,,217.281,0.71179,119.67,hip hop,4,Hard Times,1984
Bert Kaempfert And His Orchestra,0.36771,0.36771,163.76118,3.286,0.386291901,0,0.377,-10.328,1,,157.994,0.08344,105.181,orchestra,1,Just As Much As Ever,0
Hank Locklin,0.47606,0.05935,159.03302,0.318,0.635757022,9,0.703,-9.668,1,0,150.065,0.05935,165.668,honky tonk,3,Filipino Baby,0
Lady May,0.52049,0.20247,214.04689,0,0.418610662,1,0.695,-5.444,1,,206.542,0.04346,188.056,hip hop,3,The Boss,0
Nightwish,1.09625,0.26708,301.06077,0,0.808784962,3,0.569,-4.144,1,,290.743,0.06075,143.97,sympho black metal,4,Escapist,2007
Angelo Badalamenti,1.1755,1.1755,109.37424,2.258,0.698770478,6,0.163,-18.349,1,0.615372256,101.825,0.68035,61.883,chill-out,1,Jeffreys Dark Side,1987
Frank Chacksfield,0,0,151.82322,0.458,0.446256667,7,0.569,-20.964,1,,142.431,0.54544,0,orchestra,1,Someone to Watch Over Me,0
Cesar Camargo Mariano/Helio Delmiro,0.55213,0.55213,287.11138,2.624,0.332148785,9,0.577,-11.877,1,,280.166,0.55213,163.167,latin jazz,4,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,0
Buzzhorn,1.06912,0.27715,239.98649,5.939,0.473626728,9,0.03,-5.627,0,0.193857803,226.476,0.0787,144.836,post-grunge,3,Pinned To The Ground (album version),2002
Silverstein,0.82669,0.30176,229.642,0,0.80113645,2,0.548,-1.998,1,0.658623927,226.22,0.30176,108.499,post-hardcore,4,Always And Never (Album Version),2005
!!!,1.09797,0.78697,143.98649,0,0.609538992,11,0.673,-7.901,0,0,134.6,0.63224,193.978,dance-punk,4,Myth Takes,2007
The Secret Life of Teenage Girls,1.08229,0.47129,153.20771,0,0.062570763,0,0,-8.798,1,0.194735229,146.431,0.17752,88.935,grindcore,4,Carpe PM,0
The Notorious B.I.G.,1.18037,0.53116,316.65587,0.164,0.668509447,4,0.613,-5.934,1,0.274281704,311.664,0.20573,91.69,gangster rap,4,Who Shot Ya (Amended Album Version),2007
Led Zeppelin,1.30509,0.11465,182.09914,0,0.787098356,1,0.076,-10.7,1,0.31276992,182.099,0.11465,210.8,blues-rock,7,Poor Tom (Album Version),1982
Sandi Thom,1.75476,0.2587,205.21751,0.386,0.655359115,4,0.666,-4.332,1,0.419674279,195.785,0.06753,82.205,british pop,4,Wounded Hearts,2008
Carl Belew,0.48273,0.48273,131.05587,0,0.305523628,4,0.64,-15.672,1,,126.856,0.24061,121.563,rockabilly,1,Loves Been Good To Me,0
The Field Mice,0.5877,0.21538,316.73424,0.165,0.60542429,3,0.356,-15.54,1,0.531612769,307.177,0.21538,162.682,twee pop,4,When Morning Comes To Town,1989
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0.49337,0.49337,431.64689,0.738,0.426683814,11,0.191,-14.621,0,,421.97,0.49337,106.219,hard bop,1,Estate,0
Catherine Howe,0.62925,0.27432,183.37914,0.207,0.421792253,4,0.686,-11.428,1,0,172.815,0.09063,172.337,chill-out,4,Freedom Enough (From Silent Mother Nature),0
Malkit Singh,0.66029,0.1062,324.51873,0.073,0.483243067,5,0.75,-11.273,1,,320.372,0.1062,210.305,broken beat,4,Hai Shava,1993
Rodney O & Joe Cooley,1.03068,0.33489,172.01587,0.331,0.415784608,1,0.035,-9.745,0,0,167.869,0.33489,175.393,miami bass,4,Nutty Block,1991
Dean Martin,1.64218,0.22963,165.66812,0.154,0.708439814,0,0.301,-10.917,0,,160.508,0.22963,128.459,vocal,5,Until You Love Someone,2005
Strata,1.42728,0.2964,377.67791,0.537,0.612837504,2,0.656,-21.787,1,0,364.037,0.2964,109.671,post-grunge,5,Part One From Triomusic,2004
James Darren,1.2656,0.41686,145.00526,0.328,0.489280179,5,0.378,-14.449,0,,138.199,0.41686,141.024,brill building pop,4,Hello Young Lovers (LP Version),0
Till West & DJ Delicious,1.4013,0.44651,153.28608,0,0.564512291,1,0.087,-7.535,1,0.721572661,147.696,0.20795,125.558,funky house,4,Same Man,2006
Carlos NuA+-ez,0.75785,0.4704,215.35302,2.868,0.535702528,9,0.779,-10.918,0,,205.636,0.4704,211.327,flamenco,3,Quiero Ir Ao Mar,2005
Igor Stravinsky,1.17121,0.37611,156.70812,0.136,0.633258331,11,0.388,-21.25,1,,145.09,0.18186,147.637,ballet,4,The Owl and the Pussy-cat,0
Gene Clark,0.20873,0.20873,168.38485,0,0.685125411,9,0.327,-12.77,1,,156.032,0.20873,98.49,country rock,1,Set You Free This Time,1998
Maysa,2.37415,0.23353,150.25587,12.666,0.616436885,10,0.038,-15.574,0,,137.439,0.23353,137.673,brazilian pop music,7,Bloco Da Solidao (1996 Digital Remaster),0
The Shirelles,1.69872,0.82306,159.76444,0.229,0.66229871,0,0.603,-9.79,1,,155.527,0.38414,68.283,doo-wop,4,Will You Love Me Tomorrow,1960
The American Boychoir,0,0,230.26893,0.286,0.409827635,2,1,-32.017,1,,212.863,1.02751,0,j pop,1,Stille nacht_ heilige nacht,0
JDS,0.89194,0.44938,465.60608,0.409,0.487220327,1,0.533,-5.533,1,0.582918459,458.455,0.22866,134.014,happy hardcore,4,Nine Ways,0
Panic At The Disco,0.75775,0.05171,247.77098,0,0.842368944,5,0.454,-8.901,1,0.352232225,233.982,0.05171,85.157,pop punk,4,Northern Downpour (Album Version),0
Jan Howard,0.82991,0.09687,165.98159,0,0.44240829,1,0.49,-15.915,1,0.274073578,156.624,0.09687,86.162,classic country,4,Bad Seed,0
Abraham Laboriel,1.83315,0.52075,368.16934,0.288,0.362358559,11,0.252,-8.489,0,0.319565987,351.469,0.08404,93.106,jazz,4,Exchange,1995
MichAle Arnaud,1.67708,0.43396,176.27383,0,0.368134445,3,0,-13.366,1,,168.856,0.43396,49.262,chanson,4,Marie DAquitaine,0
Sticky Fingaz,4.45887,0.64848,266.4224,0,0.542512528,6,0.358,-5.947,0,0.636287224,266.422,0.13044,80.149,hip hop,4,Oh My God,2000
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,6.13784,0.70285,111.0722,0.555,0.384563593,6,0.103,-13.826,1,,105.982,0.70285,82.422,bel canto,4,Joy To The World,0
The Jeff Healey Band,0.53173,0.53173,313.7824,0.427,0.716854352,7,0.241,-11.488,1,,308.094,0.53173,107.197,blues-rock,3,Hoochie Coochie Man,1989
Angela Dimitriou,4.40296,3.4443,265.37751,4.093,0.264713987,9,0.446,-9.28,0,,265.378,3.20897,124.177,pop folk,4,Ftei O Erotas,0
Danny Wilson,0.81851,0.50946,167.20934,0,0.559991415,7,0.605,-7.928,1,,156.34,0.3557,196.034,british pop,4,The Second Summer Of Love,1989
Lionel Rogg,15.72122,0.31952,240.61342,0.52,0.320855383,0,0.314,-14.367,1,,233.593,0.31952,64.401,early music,4,Prelude And Fugue In C Major BWV 531 : Fugue,0
Java,1.24897,0.32576,356.41424,0.067,0.625157654,1,0.651,-7.598,1,,352.775,0.09605,130.861,musette,4,Dont Phunk With My Heart,0
SWAMI featuring Asuivre,0.20797,0.20797,260.28363,0.16,0.679654239,10,0.014,-2.939,0,,257.869,0.0406,90.008,downtempo,4,Give It What U Got,2007
The Black Velvet Band,1.16763,0.18636,256.39138,0,0.353911957,9,0.59,-8.632,1,,239.56,0.18636,122.174,irish folk,4,Dancing To A Standstill,0
Lisa Lynne,0.26197,0.26197,316.49914,2.061,0.6051397,2,0.6,-14.544,1,0.761303218,303.148,0.26197,95.981,chill-out,4,Isla del Luna,1999
Pez,1.01919,0.20354,252.57751,0,0.530791489,0,0.194,-7.605,0,,252.577,0.20354,75.955,argentine rock,5,Spirit,0
Shawn Colvin,0.65984,0.09582,224.60036,0.085,0.68550363,8,0.719,-13.256,1,0.425124658,219.214,0.09582,210.871,country rock,4,Another Long One,1989
Stephy Tang,0.42031,0.42031,214.12526,0.647,0.37248425,4,0.272,-7.225,0,,201.961,0.13396,105.196,cantonese pop,1,Leng Jing,0
Casual,0.25199,0.25199,259.44771,0.212,0.581793766,4,0.412,-8.422,0,0,249.667,0.06293,106.689,hip hop,1,OAKtown,0
Backstreet Boys,0.26987,0.26987,236.25098,4.569,0.851417629,0,0.005,-5.12,1,,226.569,0.26987,112.787,teen pop,4,Larger Than Life,1999
Tiny Tim,2.12633,0.80142,43.36281,0,0.593496044,6,0.02,-23.996,1,0,43.363,0.46098,93.779,cabaret,3,I Hold Your Hand In Mine [Live At Royal Albert Hall],2000
Kenny G featuring Daryl Hall,0.9312,0.26102,236.93016,1.054,0.751629597,0,0.242,-8.041,1,,221.518,0.10227,89.865,instrumental pop,4,Baby Come To Me,0
Christos Dantis,1.88078,1.88078,243.82649,2.798,0.480752276,5,0.126,-10.957,0,,229.32,1.88078,133.339,pop rock,4,Den Pai Alo,0
David Martin,0.86414,0.24834,241.47546,0.194,0.637533386,0,0.996,-14.835,1,0,223.927,0.24834,98.718,screamo,4,It Wont Be Christmas,0
